Species,Type,WindExposition,Slope,Ruggedness,Roughness,Elevation,pH,Longitude,Latitude,Drainage,DistanceToTheCoast,DistanceToNearestRiver,CalciumContent,Aspect Eastness,Aspect Northness,DistanceToTheRoad,Possum,RedDeer,Rats,BIOEnd1,BIOEnd2,BIOEnd3,BIOEnd4,BIOEnd5,BIOEnd6,BIOEnd7,BIOEnd8,BIOEnd9,BIOEnd10,BIOEnd11,BIOEnd12,BIOEnd13,BIOEnd14,BIOEnd15,BIOEnd16,BIOEnd17,BIOEnd18,BIOEnd19,Model
Beilschmiedia tawa,Is,0.1078,7.6400,12.3712,39.4564,258.7573,0.3893,1.5373,1.7327,0.9510,24508.3340,1184.4180,0.6351,0.7122,0.7018,2449.4336,0.0805,0.9819,0.0271,1.7312,1.1824,0.0252,0.2650,1.7412,1.9234,1.8475,1.7323,1.8028,1.5932,1.9183,511.9825,70.9754,23.9915,7.3046,166.0076,93.7948,106.1680,140.4215,RFEnsemble
Beilschmiedia tawa,Ds,0.1449,5.8235,9.6298,30.0607,108.4964,0.3401,1.4256,2.6827,1.0938,6740.0576,2379.5237,0.5497,0.6864,0.6795,1713.0947,0.9918,0.7497,0.2056,1.1756,0.7911,0.0219,0.1973,0.8433,1.6511,1.3328,1.2727,1.1513,1.0083,1.4367,393.6393,53.8884,19.2561,7.1827,122.3223,79.3817,95.5373,95.9808,RFEnsemble
Beilschmiedia tawa,I,1.0114,9.7190,15.7615,49.5736,328.2163,5.2985,175.3177,-39.0485,4.3750,30665.7500,1354.8927,1.5285,-0.0141,0.0053,1616.5374,0.9966,-0.1900,-0.9994,13.2761,8.9818,0.4562,3.4144,23.7546,4.0818,19.6728,11.7511,15.4314,17.7138,8.9889,1649.5383,263.5637,49.5942,45.9924,589.0786,247.9082,338.8067,481.5136,RFEnsemble
Beilschmiedia tawa,Gr,-0.0139,-1.2943,-0.9812,-2.7253,193.6483,-0.1229,0.6777,-1.7476,0.1006,28155.8008,-1406.0126,0.2252,0.1810,0.1756,-63.9336,0.8688,-0.8518,-0.0208,-2.4591,2.4994,0.0337,0.5755,-0.1135,-4.4609,4.3475,-2.4603,-2.0443,-1.7493,-3.2581,180.3824,3.7079,13.3018,-8.2737,26.2157,49.7164,38.3341,25.2421,RFEnsemble
Pittosporum tenuifolium,D,1.1084,28.1134,44.5033,144.4100,1013.5565,4.7294,172.6077,-41.9521,4.7841,38675.8555,1864.8933,1.2652,0.0115,-0.0208,7104.1030,0.9009,-0.9785,-0.9999,8.8487,8.3101,0.4158,3.7307,19.8332,-0.1782,20.0112,7.9994,10.4323,13.6777,4.1206,2537.2888,372.2881,100.8846,38.1438,843.3427,442.5613,565.0019,627.2392,RFEnsemble
Pittosporum tenuifolium,Is,0.1025,7.9649,12.7348,40.9502,297.2546,0.4380,2.9858,3.3105,1.0875,27797.5234,1693.1334,0.6527,0.7156,0.6971,4921.2744,0.2056,0.9998,0.0644,2.2843,1.3724,0.0286,0.4054,2.0484,2.7308,2.3668,1.8420,3.3259,2.0906,2.6704,806.5016,115.3650,34.2027,9.2173,267.4597,145.5879,195.7787,195.7193,RFEnsemble
Pittosporum tenuifolium,Ds,0.0900,5.1838,10.2206,36.1637,300.6573,0.5367,2.0645,1.5212,0.5527,19257.2188,1048.2433,0.5240,0.7155,0.6982,4718.5884,0.4340,0.2065,0.0151,1.7880,0.8895,0.0261,0.1830,1.7699,1.6490,1.1838,1.7113,2.3794,1.6795,1.9080,1261.9293,171.9511,61.7455,7.1194,406.0038,242.3759,323.9893,259.3021,RFEnsemble
Pittosporum tenuifolium,I,0.9952,8.6256,13.8647,44.0045,334.2859,5.3549,173.0682,-41.3509,4.1807,33379.9688,1530.7694,1.5971,0.0302,-0.0320,2085.2517,0.9784,0.0174,-0.9976,12.3269,9.2803,0.4585,3.5148,23.1085,2.8647,20.2437,11.5493,13.5156,16.8326,7.8393,1468.9521,237.4432,44.8188,47.2112,523.3172,225.5520,323.9228,400.1438,RFEnsemble
Pittosporum tenuifolium,Gr,-0.1132,-19.4878,-30.6386,-100.4055,-679.2705,0.6255,0.4605,0.6011,-0.6035,-5295.8867,-334.1239,0.3319,0.0187,-0.0112,-5018.8516,0.0775,0.9959,0.0023,3.4781,0.9702,0.0427,-0.2160,3.2753,3.0428,0.2324,3.5499,3.0834,3.1549,3.7186,-1068.3367,-134.8448,-56.0658,9.0674,-320.0255,-217.0094,-241.0791,-227.0954,RFEnsemble
Fuchsia excorticata,D,1.0287,14.6300,22.9007,73.6504,341.7029,4.9748,170.9209,-43.4695,3.8841,9620.8281,1759.0216,1.3595,-0.0224,-0.0278,10149.7129,0.9463,-0.3787,-0.9940,11.2355,7.2226,0.4268,3.0759,20.2660,3.4057,16.8605,10.7124,11.9916,15.1899,7.3377,2399.0095,353.4950,90.2039,40.1018,809.5312,410.2019,570.4822,589.7681,RFEnsemble
Fuchsia excorticata,Is,0.1050,9.7932,15.8570,51.4484,358.8480,0.4792,2.7287,2.7761,0.9800,25273.1719,1161.2675,0.6247,0.7178,0.6951,3626.6655,0.1802,0.9841,0.0001,2.3603,1.1096,0.0294,0.3066,2.1482,2.4522,1.6746,2.0274,3.2402,2.1573,2.6629,893.9641,125.7755,40.1828,9.1820,291.7589,165.7854,213.6829,204.9419,RFEnsemble
Fuchsia excorticata,Ds,0.1187,10.7645,17.5726,57.4136,299.4687,0.5385,3.4940,3.1704,1.0998,11685.4453,1640.2200,0.5993,0.7126,0.7006,15021.7568,0.3234,0.9256,0.1102,1.8820,1.4015,0.0486,0.2228,1.9839,1.9138,1.6702,1.7212,2.8279,1.8619,1.9844,1565.5057,220.3510,69.0177,8.0194,515.7823,289.8697,430.3690,317.5531,RFEnsemble
Fuchsia excorticata,I,1.0018,10.8322,17.3494,55.2386,451.8680,5.2720,173.4794,-41.1143,4.3935,42031.0469,1365.7965,1.5667,0.0251,-0.0306,2369.4016,0.9837,-0.1781,-1.0001,11.8600,9.6776,0.4575,3.6835,23.1862,2.0082,21.1778,11.0239,13.1987,16.5883,7.1563,1596.1462,256.0708,50.1926,46.8813,563.7551,248.6933,350.4214,426.3289,RFEnsemble
Fuchsia excorticata,Gr,-0.0269,-3.7978,-5.5513,-18.4118,110.1651,0.2973,2.5586,2.3552,0.5094,32410.2188,-393.2251,0.2072,0.0475,-0.0028,-7780.3115,0.0374,0.2006,-0.0061,0.6245,2.4549,0.0307,0.6077,2.9202,-1.3975,4.3173,0.3115,1.2071,1.3984,-0.1814,-802.8633,-97.4242,-40.0113,6.7795,-245.7761,-161.5087,-220.0608,-163.4392,RFEnsemble
Dracophyllum traversii,D,1.0159,11.8290,19.0449,60.1505,342.6170,5.2112,174.3919,-40.2568,4.5512,29159.2305,1352.9991,1.4417,-0.0627,0.0271,2476.6968,0.9950,-0.4307,-1.0006,12.6922,8.8822,0.4535,3.4149,23.1293,3.5524,19.5770,11.4028,14.5357,17.1121,8.3812,1891.7559,297.0155,60.4273,44.5575,664.3604,295.5561,405.9659,520.0225,RFEnsemble
Dracophyllum traversii,Is,0.0987,8.9948,16.7374,55.7767,275.4257,0.4649,2.1668,1.6330,0.7088,24101.4648,1008.0079,0.4956,0.7361,0.6761,6214.9033,0.5208,0.4846,0.0001,1.2862,1.3260,0.0356,0.2498,1.8145,1.0546,1.8535,1.5685,2.0995,1.3223,1.2925,1653.1897,223.7067,80.4079,8.4640,531.8419,315.7806,424.4727,345.8447,RFEnsemble
Dracophyllum traversii,Ds,0.1063,7.9263,13.0694,42.1771,198.0898,0.4288,2.5954,2.4055,0.7669,23442.5996,1127.7623,0.6134,0.7140,0.6968,4924.9951,0.1053,0.9027,0.0006,1.3467,1.2015,0.0240,0.2887,1.5198,1.7211,1.9670,1.2592,1.9785,1.3093,1.5257,879.6196,125.6220,38.0354,7.1006,288.6445,162.5258,230.1029,188.7771,RFEnsemble
Dracophyllum traversii,I,1.1109,24.6051,38.1570,123.4043,1102.2911,4.8351,170.8012,-43.4433,4.6211,52311.8008,1664.6650,1.3025,0.0317,-0.0127,7758.1885,0.8537,-0.8748,-1.0001,7.8955,8.0449,0.4006,3.8231,19.0688,-0.9614,20.0302,7.6341,8.5910,12.8169,3.0241,2606.8909,378.4567,106.9110,37.7337,862.4520,462.9714,612.3655,613.0823,RFEnsemble
Dracophyllum traversii,Gr,0.0950,12.7760,19.1121,63.2538,759.6741,-0.3760,-3.5907,-3.1865,0.0699,23152.5703,311.6659,-0.1392,0.0944,-0.0398,5281.4917,-0.1413,-0.4441,0.0005,-4.7966,-0.8373,-0.0529,0.4082,-4.0605,-4.5139,0.4532,-3.7687,-5.9446,-4.2952,-5.3571,715.1350,81.4412,46.4837,-6.8238,198.0917,167.4153,206.3997,93.0598,RFEnsemble
Dacrydium cupressinum,D,0.9609,19.1024,27.8205,91.5229,274.2764,4.7349,168.4770,-43.6486,3.6207,3781.5837,1579.2413,1.2376,-0.0483,0.2963,25033.5293,0.9737,-0.7497,-0.9737,10.8919,6.9201,0.4099,3.1938,19.9344,3.0202,16.9142,11.7146,9.5948,14.9847,6.8329,5976.9331,915.2338,209.4267,40.7678,2081.7688,997.5670,1579.2119,1239.9808,RFEnsemble
Dacrydium cupressinum,Is,0.1074,8.7704,14.0440,45.3101,290.2863,0.4741,2.7121,2.8714,1.0114,24328.6836,1382.8406,0.6380,0.7136,0.7000,5719.8828,0.1510,0.9700,0.0441,2.1204,1.2572,0.0263,0.3303,2.0111,2.4394,2.0993,1.9015,2.7254,1.9718,2.3932,860.6154,118.2389,40.4601,8.1265,276.2097,163.8164,216.3026,190.3300,RFEnsemble
Dacrydium cupressinum,Ds,0.1359,8.8082,14.9404,49.5404,199.6437,0.2459,2.0404,2.7032,0.7025,5529.1553,1458.9581,0.4256,0.7228,0.6224,12796.7051,0.2278,0.6618,0.2278,1.0521,0.7901,0.0220,0.1737,0.9667,1.4795,1.1646,0.7450,2.4005,0.9165,1.2824,1232.7494,197.7902,44.7176,2.8128,428.3842,216.0997,396.4300,192.7898,RFEnsemble
Dacrydium cupressinum,I,1.0084,11.0671,17.6766,56.0493,362.3192,5.2114,173.9883,-40.3529,4.3393,29890.8691,1451.5555,1.4870,-0.0275,-0.0007,2723.0295,0.9875,-0.2414,-0.9980,12.5853,8.9795,0.4549,3.4380,23.1079,3.3705,19.7374,11.4204,14.2953,17.0277,8.2360,1752.0587,276.8306,55.7247,45.4554,617.2067,273.4796,377.8214,481.4575,RFEnsemble
Dacrydium cupressinum,Gr,0.0475,-8.0353,-10.1439,-35.4735,88.0428,0.4766,5.5114,3.2957,0.7186,26109.2852,-127.6858,0.2494,0.0208,-0.2969,-22310.5000,0.0138,0.5082,-0.0242,1.6934,2.0594,0.0450,0.2442,3.1735,0.3502,2.8232,-0.2941,4.7005,2.0431,1.4031,-4224.8745,-638.4032,-153.7020,4.6876,-1464.5621,-724.0874,-1201.3905,-758.5233,RFEnsemble
Pseudopanax arboreus,D,1.0115,11.1882,17.8032,57.5847,472.5295,4.9291,172.8501,-40.7392,4.2654,28304.6855,1256.6940,1.4128,0.0049,0.1203,4239.9307,0.9735,-0.2918,-1.0000,11.7550,8.4605,0.4393,3.4218,22.0334,2.7828,19.2507,10.8708,13.1858,16.1876,7.4328,2816.7751,429.4406,96.8086,41.9008,968.7661,462.7808,633.0405,717.7579,RFEnsemble
Pseudopanax arboreus,Is,0.1058,9.0365,14.3652,46.3432,339.7155,0.4258,2.9191,3.0360,1.0739,26790.8242,1751.3419,0.6627,0.7143,0.6954,3361.9685,0.2414,0.9980,0.0595,2.2348,1.4183,0.0304,0.4037,2.0737,2.6219,2.3832,1.9352,3.1480,2.0545,2.5938,454.3034,63.5381,20.5640,9.5661,150.0635,81.6243,90.2581,137.2597,RFEnsemble
Pseudopanax arboreus,Ds,0.1156,12.2867,20.3411,66.3876,408.4677,0.4872,3.0270,2.9072,1.0917,25816.2422,1092.9200,0.5726,0.7186,0.6849,7184.7642,0.2286,0.9565,0.0000,2.7119,1.2905,0.0403,0.3320,2.5884,2.6506,1.8990,2.3949,3.4900,2.5040,2.9802,1029.0627,144.3577,51.0118,7.3755,327.7290,206.1093,293.7921,178.9413,RFEnsemble
Pseudopanax arboreus,I,1.0070,10.5703,16.9426,53.7804,395.2445,5.4088,172.9667,-41.9049,4.2415,35916.3984,1635.1252,1.5944,0.0306,-0.0729,2067.0469,0.9712,-0.0676,-0.9991,11.8523,9.4042,0.4569,3.5936,22.8585,2.2802,20.5785,11.1318,12.9796,16.4464,7.2487,1234.1758,202.6000,37.4507,47.7818,441.2070,188.1883,270.8707,338.8331,RFEnsemble
Pseudopanax arboreus,Gr,-0.0045,-0.6179,-0.8605,-3.8043,-77.2850,0.4797,0.1166,-1.1657,-0.0239,7611.7129,378.4313,0.1816,0.0257,-0.1932,-2172.8838,-0.0023,0.2242,0.0009,0.0973,0.9437,0.0176,0.1718,0.8250,-0.5026,1.3278,0.2609,-0.2061,0.2588,-0.1841,-1582.5994,-226.8406,-59.3579,5.8811,-527.5591,-274.5924,-362.1697,-378.9248,RFEnsemble
Coprosma parviflora,D,1.0362,14.4676,22.6866,72.2491,504.3290,4.9748,173.8014,-40.3856,4.5885,32382.6309,1436.9958,1.4797,-0.0464,0.0289,4367.8667,0.9762,-0.4817,-1.0001,11.8045,8.6409,0.4414,3.4746,22.2908,2.7230,19.5680,10.6592,13.5492,16.3106,7.4209,2469.0837,369.0629,89.0969,40.9205,841.3131,408.6524,542.2324,645.3562,RFEnsemble
Coprosma parviflora,Is,0.1047,10.3014,16.7443,54.6774,419.4445,0.4148,2.8405,2.8450,1.0098,28841.7246,1318.8972,0.6319,0.6881,0.7180,3147.5674,0.2965,1.0000,0.0000,2.5477,1.4263,0.0378,0.4164,2.3167,2.7688,2.2772,2.2187,3.4662,2.3192,2.9248,504.1623,75.9612,21.7870,10.1814,170.7604,92.1164,118.0328,125.8351,RFEnsemble
Coprosma parviflora,Ds,0.1170,9.8351,15.9510,52.0122,359.8737,0.4758,2.7518,2.4435,0.7875,24742.5391,1189.6531,0.6055,0.7291,0.6822,6947.7305,0.2174,0.8764,0.0001,2.2717,1.2495,0.0323,0.3024,2.3197,2.2879,1.9195,2.0135,3.0076,2.1335,2.4773,1196.9899,159.4771,61.6775,7.4712,376.6168,238.4346,321.9492,231.7382,RFEnsemble
Coprosma parviflora,I,1.0099,10.9568,17.6639,56.6266,472.7668,5.4503,171.6811,-43.2557,4.1774,41115.2461,1402.5872,1.6186,0.0673,-0.0802,2175.8367,0.9550,-0.0001,-1.0000,10.9451,9.3678,0.4519,3.6660,22.1259,1.3908,20.7353,10.7811,11.3541,15.6020,6.2156,1087.6652,180.4600,33.9736,47.6023,388.0812,169.2897,254.5260,281.2573,RFEnsemble
Coprosma parviflora,Gr,-0.0263,-3.5108,-5.0227,-15.6225,-31.5621,0.4755,-2.1203,-2.8701,-0.4111,8732.6152,-34.4087,0.1389,0.1137,-0.1090,-2192.0300,-0.0211,0.4815,0.0001,-0.8594,0.7269,0.0106,0.1914,-0.1649,-1.3322,1.1672,0.1220,-2.1951,-0.7086,-1.2054,-1381.4186,-188.6028,-55.1234,6.6818,-453.2319,-239.3627,-287.7065,-364.0989,RFEnsemble
Elaeocarpus hookerianus,D,1.0847,25.0050,39.2489,127.7269,781.3849,4.4214,170.2354,-43.2678,4.2510,21351.0508,1724.1537,1.1292,-0.1197,-0.0121,16230.7637,0.9119,-0.9852,-0.9864,9.2111,6.9010,0.3898,3.3948,18.8962,1.2628,17.6334,8.8520,10.1487,13.6111,4.9273,3693.8630,508.6611,159.4714,32.0884,1191.5927,677.8304,867.3438,872.9207,RFEnsemble
Elaeocarpus hookerianus,Is,0.1058,9.0031,14.4002,46.5631,328.1425,0.4395,2.9638,2.9979,0.9084,26186.6387,1167.7079,0.6381,0.7183,0.6949,4239.2563,0.1620,0.9804,0.0010,2.1595,1.2579,0.0282,0.3629,1.9821,2.4757,2.1093,1.8575,3.0658,1.9848,2.4850,846.8397,120.0131,37.6616,8.6062,279.7617,154.5887,207.6529,199.5139,RFEnsemble
Elaeocarpus hookerianus,Ds,0.1166,9.1318,17.5062,58.5259,391.7488,0.2905,2.8474,2.0740,0.8980,20446.0859,1085.4625,0.3698,0.7142,0.6895,16534.6660,0.4104,0.1713,0.1645,1.5774,1.4404,0.0396,0.3554,1.7185,1.8439,2.3358,1.9885,1.9067,1.4195,1.8193,749.1597,119.1158,34.6468,5.1430,260.0972,138.6248,241.6923,136.2923,RFEnsemble
Elaeocarpus hookerianus,I,1.0110,10.9608,17.4926,55.5727,417.4619,5.2951,173.2310,-41.4485,4.4178,36565.7188,1393.2860,1.5461,0.0234,-0.0247,2419.9131,0.9878,-0.1976,-1.0010,11.8704,9.2648,0.4552,3.5591,22.7705,2.4054,20.3651,11.0301,13.1617,16.4377,7.3299,1551.7599,248.4214,48.7523,46.1208,548.4182,241.2135,341.1173,419.1143,RFEnsemble
Elaeocarpus hookerianus,Gr,-0.0737,-14.0442,-21.7564,-72.1542,-363.9231,0.8737,2.9956,1.8193,0.1668,15214.6680,-330.8677,0.4169,0.1431,-0.0125,-13810.8506,0.0759,0.7876,-0.0147,2.6593,2.3638,0.0654,0.1643,3.8742,1.1426,2.7317,2.1781,3.0130,2.8266,2.4026,-2142.1030,-260.2397,-110.7191,14.0324,-643.1745,-436.6169,-526.2266,-453.8063,RFEnsemble
Pseudopanax crassifolius,D,0.9639,6.7373,10.9204,35.1306,111.6867,4.6972,168.0336,-46.1252,2.7211,2623.8762,2267.1172,1.2509,-0.0132,-0.1054,24402.7090,0.7890,-0.1648,-0.8492,10.9128,7.0837,0.4517,2.7167,19.0609,3.3350,15.7259,10.9471,11.1924,14.3755,7.4382,2060.8752,292.8085,81.0499,36.1826,674.3686,368.1385,506.1152,484.6634,RFEnsemble
Pseudopanax crassifolius,Is,0.1081,9.9125,16.0301,52.1700,345.9070,0.4911,2.9564,3.0345,0.9731,25425.6016,1399.7213,0.6437,0.7179,0.6959,5386.8115,0.1800,0.9778,0.0211,2.3637,1.3401,0.0322,0.3489,2.1909,2.6092,2.1188,2.0400,3.2697,2.1721,2.6826,1087.5739,151.0425,49.3339,9.0641,353.8841,203.0571,275.7224,239.5043,RFEnsemble
Pseudopanax crassifolius,Ds,0.0952,7.7793,12.6399,41.0822,127.2440,0.4508,1.3560,2.3308,1.3237,6106.8721,1926.7037,0.4552,0.6864,0.7194,16977.4297,0.6144,0.9863,0.5280,1.3279,0.9853,0.0362,0.1793,1.4509,1.4601,1.2069,1.1090,1.7721,1.3836,1.3585,967.3950,140.9693,40.4986,5.9150,324.5471,177.2874,272.6281,193.3323,RFEnsemble
Pseudopanax crassifolius,I,1.0116,12.1389,19.3488,61.6976,425.6331,5.2361,173.1883,-41.2518,4.3243,33339.2812,1456.5579,1.5434,-0.0009,-0.0179,2994.2666,0.9847,-0.2076,-1.0009,11.9286,9.0846,0.4517,3.5292,22.6929,2.5904,20.1028,11.0847,13.2220,16.4660,7.4356,1748.4181,275.3353,57.4056,45.6283,612.6588,277.4705,388.1881,463.9068,RFEnsemble
Pseudopanax crassifolius,Gr,0.0477,5.4015,8.4285,26.5669,313.9464,0.5389,5.1547,4.8734,1.6032,30715.4043,-810.5593,0.2925,0.0123,0.0874,-21408.4414,0.1957,-0.0428,-0.1516,1.0158,2.0010,0.0000,0.8125,3.6319,-0.7446,4.3768,0.1376,2.0296,2.0905,-0.0026,-312.4572,-17.4732,-23.6443,9.4457,-61.7098,-90.6680,-117.9271,-20.7566,RFEnsemble
Schefflera digitata,D,0.9517,9.9218,16.1292,51.7065,256.5193,5.1955,171.6828,-42.9349,3.8252,23856.7344,986.0150,1.5548,0.0062,-0.1019,6964.1226,0.9642,-0.2188,-0.9934,11.7250,9.2433,0.4635,3.3991,22.1488,2.3234,19.8254,11.6511,11.8333,16.0667,7.3732,2352.0942,368.4993,78.5274,46.8543,817.0861,385.6075,594.6226,540.5666,RFEnsemble
Schefflera digitata,Is,0.1052,9.7612,15.7419,51.2869,327.5186,0.5118,2.4832,2.8479,0.9848,24670.4219,1579.9167,0.6378,0.7167,0.6969,5616.6646,0.1671,0.9816,0.0290,2.4696,1.1986,0.0278,0.3470,2.1351,2.8207,2.0726,2.1708,3.0687,2.2244,2.8208,944.9191,125.2493,47.5145,8.1603,296.8835,185.2490,231.5662,207.0009,RFEnsemble
Schefflera digitata,Ds,0.1091,11.2526,18.8079,60.9759,299.7759,0.5447,3.6689,2.7833,1.2362,21472.5625,1044.3412,0.6699,0.6835,0.7228,11304.0576,0.2653,0.9758,0.1144,1.5284,1.8878,0.0450,0.3465,2.4454,1.2753,2.6337,1.5739,2.4360,1.7079,1.4589,1801.1377,261.4835,71.4185,10.6557,604.7178,321.2315,497.8849,351.0302,RFEnsemble
Schefflera digitata,I,1.0208,12.2167,19.4735,62.0982,397.2469,5.1626,173.8454,-40.1372,4.3244,27798.9785,1633.9760,1.4729,-0.0234,0.0034,2832.3716,0.9860,-0.1916,-0.9997,12.5810,8.6540,0.4470,3.4138,22.9445,3.5808,19.3639,11.3519,14.4005,17.0014,8.2728,1856.0925,289.6960,60.9708,44.8053,650.5569,292.8501,394.7421,511.1897,RFEnsemble
Schefflera digitata,Gr,0.0691,2.2949,3.3443,10.3917,140.7276,-0.0329,2.1627,2.7977,0.4992,3942.2441,647.9610,-0.0819,-0.0295,0.1053,-4131.7510,0.0218,0.0272,-0.0062,0.8560,-0.5893,-0.0165,0.0147,0.7957,1.2573,-0.4615,-0.2991,2.5673,0.9346,0.8996,-496.0017,-78.8033,-17.5566,-2.0490,-166.5292,-92.7574,-199.8805,-29.3769,RFEnsemble
Piper excelsum,D,0.9833,3.9729,6.9202,21.7967,187.2749,5.4803,175.2742,-37.9658,3.9419,25334.3223,1677.2947,1.5971,-0.0297,0.0234,613.9050,0.9828,0.4262,-0.9983,14.4875,9.0281,0.4640,3.3202,24.7341,5.2878,19.4463,12.9692,16.6027,18.8107,10.3308,1459.7214,240.9444,38.7224,48.5848,535.8722,208.7166,298.4979,441.5550,RFEnsemble
Piper excelsum,Is,0.1113,6.7335,11.4924,37.8086,241.3953,0.4673,2.4582,2.2392,0.6004,20604.2598,1212.9801,0.6467,0.7123,0.7010,3223.4521,0.1115,0.7096,0.0453,1.3652,1.2794,0.0267,0.2684,1.6350,1.6226,1.9919,1.3478,1.7441,1.3489,1.4918,561.6194,73.8780,26.4684,8.0040,177.6566,105.0682,118.7338,150.9051,RFEnsemble
Piper excelsum,Ds,0.0909,3.6342,6.1908,19.3067,195.1874,0.2721,1.1871,1.6420,1.2271,26139.2188,1944.1233,0.6403,0.7177,0.6954,707.4145,0.1847,0.9046,0.0588,1.5297,1.2286,0.0208,0.3178,1.2437,2.1434,2.1043,1.4824,1.6553,1.2841,1.8486,389.0240,59.1912,15.6073,6.6706,134.9175,64.9700,79.0603,118.2105,RFEnsemble
Piper excelsum,I,1.0343,16.5189,26.1681,82.6703,442.7148,5.1495,174.3824,-40.8174,4.6574,29843.0391,1451.8495,1.4131,-0.0001,-0.0359,2779.8428,0.9940,-0.7047,-0.9992,12.0167,8.8726,0.4497,3.4758,22.6014,2.8960,19.7052,10.6780,13.9510,16.5062,7.6183,1672.5297,263.5161,54.9114,44.5455,586.2149,262.0668,349.9577,469.7111,RFEnsemble
Piper excelsum,Gr,0.0509,12.5460,19.2479,60.8736,255.4399,-0.3309,-0.8918,-2.8517,0.7155,4508.7168,-225.4452,-0.1841,0.0296,-0.0593,2165.9377,0.0112,-1.1309,-0.0009,-2.4708,-0.1556,-0.0143,0.1556,-2.1326,-2.3918,0.2589,-2.2912,-2.6516,-2.3045,-2.7125,212.8082,22.5717,16.1890,-4.0393,50.3427,53.3502,51.4597,28.1561,RFEnsemble
Libocedrus bidwillii,D,1.0920,18.6985,29.8918,95.4796,479.3591,5.0646,173.8241,-40.4255,4.3655,20095.1094,1425.3021,1.5341,-0.0746,0.3906,6052.0952,0.9943,-0.5361,-1.0000,12.1050,7.5673,0.4268,3.2433,21.6416,3.9461,17.6956,11.1386,13.4135,16.3202,8.0393,2758.8726,414.1962,99.4415,41.0257,948.2407,455.2937,636.9978,706.1621,RFEnsemble
Libocedrus bidwillii,Is,0.1110,10.3271,16.7838,55.0322,409.2668,0.5121,2.5899,2.2540,0.7879,25653.9785,1072.1788,0.5528,0.7270,0.6748,4783.2231,0.2329,0.8014,0.0001,2.3171,1.2763,0.0347,0.3184,2.3225,2.2318,1.8574,2.1060,3.0988,2.1500,2.5580,1169.4609,158.5918,56.9150,9.0927,374.2901,224.2505,288.9944,252.3604,RFEnsemble
Libocedrus bidwillii,Ds,0.1102,10.0909,17.2620,56.6433,251.4411,0.4202,3.8703,3.2251,0.7860,19181.0957,1144.8187,0.6203,0.6568,0.6407,8919.0879,0.1066,0.8441,0.0000,1.7977,1.2110,0.0351,0.2519,2.0223,1.7906,1.7306,1.4360,3.0888,1.7920,1.9120,1571.0114,224.9937,66.6925,6.5334,517.4197,290.6516,451.8406,292.9376,RFEnsemble
Libocedrus bidwillii,I,1.0262,15.1537,23.6815,75.9371,631.3684,5.0224,172.4937,-42.1702,4.6039,42630.4961,1414.1837,1.3490,0.0255,-0.1243,4067.7812,0.9724,-0.5983,-0.9999,10.5319,9.1049,0.4413,3.6828,21.6908,1.0558,20.6349,9.8177,11.7899,15.2629,5.8295,1941.0420,297.2038,69.1068,42.8263,663.4096,322.0188,434.4408,492.3143,RFEnsemble
Libocedrus bidwillii,Gr,-0.0658,-3.5448,-6.2104,-19.5424,152.0093,-0.0423,-1.3303,-1.7446,0.2384,22535.3867,-11.1184,-0.1851,0.1001,-0.5150,-1984.3140,-0.0219,-0.0622,0.0001,-1.5731,1.5376,0.0145,0.4395,0.0492,-2.8903,2.9393,-1.3210,-1.6236,-1.0572,-2.2098,-817.8306,-116.9925,-30.3347,1.8006,-284.8311,-133.2749,-202.5570,-213.8478,RFEnsemble
Knightia excelsa,D,0.9149,8.8568,13.8064,43.3034,109.9469,5.0693,173.8372,-40.0647,4.7437,6502.5376,1018.7382,1.6118,0.0520,0.0827,1748.3502,0.9974,-0.1543,-1.0000,13.9738,8.2722,0.4571,3.1301,23.3500,5.2234,18.1266,12.7734,16.0313,18.0363,10.0201,2662.7773,386.4719,99.1842,37.6910,896.0050,448.4187,562.0159,725.8470,RFEnsemble
Knightia excelsa,Is,0.1064,7.5785,12.3085,39.2836,234.9939,0.3543,1.3971,1.7426,0.9481,24338.6992,1318.0946,0.6364,0.7112,0.7024,2192.8435,0.1142,0.9851,0.0359,1.6499,1.1921,0.0242,0.2768,1.5708,1.9787,1.9126,1.6740,1.7126,1.4797,1.8808,433.3586,60.9887,20.0682,7.0095,141.6201,78.0265,88.7858,121.9568,RFEnsemble
Knightia excelsa,Ds,0.0845,8.1076,13.1595,40.5497,96.1697,0.3715,2.6865,1.9853,0.5647,5463.9614,1165.9150,0.6536,0.6897,0.7175,2771.1982,0.0723,0.9880,0.0000,0.8165,0.7540,0.0170,0.1770,1.1630,0.7949,1.1557,0.5300,1.1889,0.9328,0.7733,309.1971,30.2080,25.9468,7.3413,76.2305,91.0836,85.6474,76.9071,RFEnsemble
Knightia excelsa,I,1.0132,9.7681,15.8794,49.9194,310.2342,5.3398,175.3947,-38.9015,4.3618,29384.0977,1436.0756,1.5305,-0.0273,0.0010,1486.8827,0.9939,-0.1741,-0.9998,13.4770,8.8833,0.4557,3.3866,23.8593,4.3798,19.4796,11.9230,15.6270,17.8811,9.2305,1580.8052,255.5158,46.3124,46.7102,569.2854,234.1213,323.1208,466.6323,RFEnsemble
